GeneID	PRAD_N_1	PRAD_N_2	PRAD_N_3	PRAD_N_4	PRAD_N_5	PRAD_N_6	PRAD_N_7	PRAD_N_8	PRAD_N_9	PRAD_T_1	PRAD_T_2	PRAD_T_3	PRAD_T_4	PRAD_T_5	PRAD_T_6	PRAD_T_7	PRAD_T_8	PRAD_T_9
ENSG00000255157	0	0	1	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0
ENSG00000254469	61	102	72	93	112	99	97	113	132	122	48	50	64	78	54	56	23	26
ENSG00000225805	3	4	1	13	3	4	2	5	2	5	1	2	1	2	2	0	0	5
ENSG00000228915	2	0	5	1	4	3	5	2	4	17	5	6	4	2	6	5	1	1
ENSG00000254593	1	5	4	11	4	8	13	3	11	14	12	8	13	0	2	4	2	0
ENSG00000266859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000137522	2025	1669	1448	1862	1411	2033	1657	2302	2615	1587	909	945	836	998	914	949	853	732
ENSG00000255296	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000137496	370	670	446	610	484	521	305	657	619	626	413	249	541	391	729	283	600	631
ENSG00000137497	32670	50422	42673	52858	33861	43131	42711	76678	29515	83663	17572	38556	46300	37453	59434	43795	23838	42193
ENSG00000251143	32	48	67	59	157	119	131	120	74	405	97	71	324	156	173	63	48	130
ENSG00000263742	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	16
ENSG00000212089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ENSG00000184154	1453	1141	1160	1478	735	1900	1517	1958	1619	2504	902	1112	1171	812	1448	1576	622	1316
ENSG00000149357	8736	6509	5027	6839	4166	8318	6924	8594	11032	6149	4427	3993	2863	3473	4370	6798	4082	3453
ENSG00000110200	2587	1725	1434	2677	1349	3422	2482	2710	3903	2508	2633	1205	1115	1050	1047	2175	1421	761
ENSG00000110203	1	12	1	2	1	3	1	3	7	1	0	1	0	1	1	0	3	1
ENSG00000257075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256518	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000204971	3	1	1	6	1	2	0	1	4	2	1	1	4	3	1	1	1	4
ENSG00000255860	1	2	1	2	0	0	1	1	3	2	0	1	0	3	6	10	1	0
ENSG00000110195	569	55	259	71	74	35	53	175	132	35	43	14	25	356	10	4	56	13
ENSG00000165457	80	522	70	466	134	241	56	488	541	392	317	47	321	51	340	64	406	410
ENSG00000165458	4794	6804	5674	8041	5411	7578	7586	11398	7140	12331	5294	4940	7892	5298	9006	5781	4733	6433
ENSG00000165462	0	0	0	0	1	1	1	3	4	0	0	2	1	1	0	2	0	0
ENSG00000228286	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000213365	2	0	1	0	0	5	1	0	1	0	0	2	0	2	0	0	0	0
ENSG00000162129	599	654	527	589	733	450	474	714	541	878	435	365	460	218	490	636	187	417
ENSG00000255843	0	2	0	1	6	0	1	0	2	3	4	3	4	4	2	2	1	2
ENSG00000256739	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000255672	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000256403	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000237408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238048	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000276109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274664	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000227467	46	24	39	83	48	88	62	69	89	81	32	37	35	80	36	42	37	35
ENSG00000186642	665	1543	554	2110	1301	1659	850	1611	1392	760	336	174	360	473	316	187	559	164
ENSG00000256633	4	9	4	18	7	2	3	4	11	4	11	0	2	8	5	4	17	6
ENSG00000272036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186635	4122	4906	7052	7018	6642	5782	6069	10447	6746	6364	3494	2415	4967	6503	3763	2755	4422	3322
ENSG00000256007	38	0	0	0	0	35	0	0	0	0	68	0	0	3	0	31	57	18
ENSG00000245148	0	4	6	4	18	9	6	12	4	35	8	1	9	11	10	4	3	10
ENSG00000244134	0	0	0	2	0	0	0	1	1	2	0	0	0	1	0	2	0	3
ENSG00000214530	9099	4592	8477	6811	4268	8421	7720	10888	7518	4990	13088	4475	5028	3804	2802	7435	3674	2829
ENSG00000202522	0	0	1	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0
ENSG00000265064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168010	203	291	427	574	1237	828	720	1217	699	802	278	365	611	1628	614	375	625	573
ENSG00000137478	1223	2792	1172	2711	1932	1859	1689	2413	3235	1939	1136	543	896	1182	1013	471	1077	958
ENSG00000206638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234751	2	4	2	0	1	0	1	2	3	3	0	0	2	1	1	0	1	1
ENSG00000256568	0	0	1	1	1	1	0	2	2	2	0	0	1	2	0	0	0	1
ENSG00000215841	4	5	1	3	10	15	11	7	2	19	12	11	16	9	0	10	1	0
ENSG00000175591	161	122	258	116	638	65	118	227	176	41	40	45	34	163	9	21	44	5
ENSG00000260401	192	99	324	116	422	67	129	171	124	31	30	43	12	210	1	10	72	4
ENSG00000256347	0	0	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000171631	28	58	42	36	88	34	20	91	58	33	65	68	60	51	72	44	147	32
ENSG00000257038	16	36	36	38	21	47	31	112	62	28	8	22	21	24	23	119	18	10
ENSG00000110237	2091	6350	4365	6056	2844	5047	4566	8632	5843	4955	2356	1154	2604	4379	2493	1210	2609	1327
ENSG00000054967	42	193	76	289	438	95	52	174	167	142	188	131	115	96	96	57	218	160
ENSG00000256928	4	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0
ENSG00000054965	3295	5910	4178	5736	3022	4629	3822	6636	4371	6068	2186	2359	2657	2431	3915	2545	1905	2388
ENSG00000256448	0	0	0	2	3	3	0	0	0	3	0	0	0	2	0	1	0	0
ENSG00000255786	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256148	14	23	14	4	9	22	6	4	1	13	12	8	15	4	6	4	13	15
ENSG00000231726	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0
ENSG00000270323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000021300	1734	1521	1394	1362	366	1198	956	2001	670	2213	3354	1627	582	1880	6221	2478	1157	1068
ENSG00000175582	10212	11729	6718	12190	8102	10593	8239	12020	14388	14978	6612	7136	7744	4365	9175	6716	5971	5968
ENSG00000255928	0	0	0	0	0	0	2	0	0	0	9	0	2	1	0	3	0	0
ENSG00000256034	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0
ENSG00000175581	1732	1203	1058	1439	932	1813	1725	1690	2217	1519	913	779	1227	817	790	1008	887	974
ENSG00000199975	0	1	1	0	0	0	2	0	0	1	0	0	2	0	1	0	0	0
ENSG00000256681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000181924	2948	2131	1745	2672	2169	3428	2431	3147	4040	3211	2024	2150	1938	1281	1624	2558	1672	1761
ENSG00000175575	1409	1936	1081	2322	1478	1847	1863	2308	2611	2338	736	1118	838	1146	1199	780	1044	980
ENSG00000256898	0	0	2	1	2	2	0	1	2	7	0	2	0	1	2	2	1	6
ENSG00000187726	32	16	37	35	59	47	22	37	35	34	15	10	75	95	28	21	21	66
ENSG00000255847	1	3	5	4	0	4	0	0	3	7	9	0	15	15	1	2	0	2
ENSG00000175567	2965	1766	1939	1703	1901	842	808	4841	803	752	1393	1203	1346	921	1460	579	1089	5041
ENSG00000256189	0	1	0	0	0	0	1	1	1	5	0	2	0	8	2	0	2	2
ENSG00000256723	0	0	2	0	2	0	0	2	1	3	0	0	0	1	2	2	0	0
ENSG00000175564	22	32	47	37	55	35	38	60	28	180	39	24	56	65	76	65	53	73
ENSG00000168014	1387	2169	1585	2272	2239	1875	1906	2786	1754	5736	1154	1393	2146	1356	1812	1614	1014	1604
ENSG00000256098	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214517	5139	4245	3244	4510	3511	4495	4697	5789	4499	4576	2263	2938	4184	2713	3634	3106	2808	2420
ENSG00000200649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280269	2	4	0	4	11	10	7	3	2	4	2	4	9	3	9	2	3	5
ENSG00000149380	675	284	98	892	113	489	90	201	631	469	160	262	477	63	111	70	384	217
ENSG00000206913	2	2	5	0	4	2	1	2	0	2	0	1	4	3	3	1	1	3
ENSG00000246211	0	3	5	4	12	13	4	16	8	20	44	16	15	17	5	17	1	4
ENSG00000165434	539	819	567	1063	746	630	303	755	640	1458	1306	1077	1288	742	762	334	1482	962
ENSG00000212961	1	5	4	3	2	6	1	2	6	8	5	3	1	7	2	2	6	4
ENSG00000254631	2	1	0	2	0	2	1	1	1	5	0	0	3	4	1	1	3	1
ENSG00000264402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255440	0	0	0	0	1	0	0	4	1	1	3	0	2	0	1	0	1	2
ENSG00000175538	413	895	894	793	376	562	166	633	1037	241	125	53	529	570	221	38	188	147
ENSG00000254928	0	0	0	0	0	4	9	0	10	9	12	0	0	0	0	0	0	0
ENSG00000255444	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254974	9	5	8	4	4	2	7	4	4	3	0	0	4	7	2	5	3	2
ENSG00000175536	99	69	110	95	68	94	97	127	127	92	82	37	84	58	78	129	39	42
ENSG00000254837	397	329	245	449	378	375	370	498	655	576	215	97	286	251	418	297	160	195
ENSG00000077514	745	933	809	1363	1068	919	802	1091	1549	1052	436	533	992	626	536	378	475	557
ENSG00000254500	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000223202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000054938	435	722	435	1458	232	212	123	251	601	176	470	92	256	78	96	456	617	153
ENSG00000279353	1	5	0	12	3	1	5	6	4	12	11	3	8	1	0	9	10	4
ENSG00000265902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000227615	7	9	6	8	5	15	2	3	9	9	8	1	1	2	2	0	5	4
ENSG00000166439	985	1717	1253	1949	1838	1569	1518	1959	1451	2332	743	957	1676	878	1156	456	394	1271
ENSG00000264095	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166435	1840	2440	907	1269	1641	1341	1188	2999	1298	1017	641	1494	1260	780	666	907	903	893
ENSG00000278879	20	68	18	26	23	21	18	37	29	38	15	13	7	23	21	17	13	12
ENSG00000242999	1	4	0	4	4	4	0	4	6	3	0	3	10	0	1	2	0	3
ENSG00000241170	12	6	22	19	26	33	40	28	23	84	37	18	19	60	49	18	43	142
ENSG00000265344	2	4	2	2	2	5	11	3	2	19	5	6	8	4	4	4	5	7
ENSG00000118363	13502	9093	7500	9362	5317	9926	9476	9855	10789	6787	4527	5994	6364	4107	4067	6701	4784	4053
ENSG00000200152	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	3	0	0
ENSG00000162139	1042	1820	1323	1528	1206	1663	1714	3194	2260	2347	1506	973	1878	916	1206	526	678	1286
ENSG00000234611	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213333	0	0	1	1	0	1	0	1	0	6	0	1	2	0	0	0	0	0
ENSG00000171561	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255395	63	7	14	21	1	7	36	6	38	5	5	125	7	2	2	6	0	9
ENSG00000137491	396	2861	648	2020	1351	917	613	1647	1588	1133	1196	253	1076	572	1356	154	1124	1412
ENSG00000254475	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000255136	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000255460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261594	30	46	22	46	22	45	37	40	39	40	33	14	27	22	27	48	17	17
ENSG00000254429	10	3	5	5	1	3	4	7	15	7	11	4	3	0	2	2	15	5
ENSG00000279117	909	843	1954	1255	401	802	483	2153	1654	1121	410	317	882	688	362	905	781	411
ENSG00000137486	2306	2477	2625	2890	1370	2380	1743	4300	3250	2256	1142	977	2263	1978	1054	1002	1074	672
ENSG00000254963	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199090	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149273	104282	52869	52324	66828	69140	65574	58559	74690	98915	117633	65181	49657	56172	54699	53378	45729	46862	96849
ENSG00000206941	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1
ENSG00000207445	0	0	2	1	2	0	0	2	2	0	3	2	0	0	2	2	0	1
ENSG00000149243	72	25	52	36	30	43	25	63	49	198	113	40	97	83	123	168	53	102
ENSG00000158555	289	522	590	731	321	333	282	724	697	769	635	407	407	1016	674	543	651	268
ENSG00000281259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254460	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000149257	4507	7568	3296	5370	9358	5039	4827	6078	6825	7483	4247	2191	4426	2867	4567	3271	6294	3782
ENSG00000255326	14	17	13	14	7	10	15	16	38	24	7	6	40	12	4	10	7	4
ENSG00000171533	1055	2100	815	2015	676	1836	1544	1980	2415	1707	921	712	2887	662	922	988	618	452
ENSG00000255434	11	29	9	12	9	14	12	12	30	20	2	5	41	18	5	22	0	7
ENSG00000254630	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000255280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166391	404	352	458	784	253	445	562	428	254	322	110	233	379	97	49	63	94	39
ENSG00000263993	2	4	4	8	12	7	2	5	4	4	1	4	2	4	2	0	2	2
ENSG00000281528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247867	1	3	1	0	1	2	3	1	0	2	0	0	0	1	1	0	0	5
ENSG00000062282	435	384	532	475	945	376	476	384	369	585	1341	162	364	439	88	131	86	183
ENSG00000254826	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000254814	0	0	0	2	5	0	5	0	0	1	17	0	0	0	1	0	1	0
ENSG00000255507	2	3	5	8	5	7	2	7	5	6	8	1	1	4	4	14	8	4
ENSG00000198382	1075	1980	1138	2019	1560	1557	1448	2134	2397	1925	781	773	1085	1161	1142	814	790	815
ENSG00000200256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199362	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000255255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255081	1	2	1	2	2	1	0	1	1	1	1	3	3	1	0	1	0	3
ENSG00000223013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254915	2	0	0	1	1	2	1	0	3	2	1	1	0	1	0	2	0	3
ENSG00000255421	5	2	8	0	2	11	2	2	2	5	19	12	3	5	5	2	2	5
ENSG00000085741	254	269	135	401	99	287	143	312	177	332	83	199	338	245	278	45	125	545
ENSG00000254933	0	2	0	0	0	4	0	1	0	4	0	3	4	8	2	0	0	2
ENSG00000255362	8	10	7	11	0	17	14	15	17	9	2	3	26	8	8	4	5	7
ENSG00000137492	2697	3195	2349	3661	2727	3804	2495	3406	4767	3908	2530	4419	2815	1855	2291	2371	1476	1475
ENSG00000179240	70	100	110	96	81	146	102	164	191	273	106	88	273	110	84	117	52	181
ENSG00000272301	6	4	19	11	8	24	16	6	14	23	22	14	35	28	14	38	12	23
ENSG00000271757	1	1	0	0	0	4	3	0	2	3	5	1	4	2	2	0	0	7
ENSG00000201756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255135	363	205	226	399	287	445	423	396	602	663	648	247	297	345	278	639	241	437
ENSG00000158636	1028	1689	1221	1731	1412	1328	1250	2088	1483	2177	934	1248	1861	909	1320	905	696	825
ENSG00000254755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255479	0	0	0	0	5	1	0	0	2	0	0	1	1	2	0	1	1	0
ENSG00000255363	0	1	0	0	2	1	0	3	2	1	0	0	0	0	0	1	1	0
ENSG00000254810	2	25	7	40	47	12	11	49	31	25	43	6	39	7	18	6	17	18
ENSG00000236304	3	9	11	14	50	15	18	35	16	27	31	9	35	21	9	4	10	12
ENSG00000137507	773	1893	683	1734	2127	1452	782	1983	1788	1418	2716	844	2345	818	1076	418	3159	1724
ENSG00000254975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204529	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000254761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254632	1	0	0	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0
ENSG00000182704	5807	3304	3012	6375	6991	4209	3776	5913	4444	4286	2535	2440	1153	2149	4619	4080	1832	1424
ENSG00000255100	17	36	24	52	24	78	31	48	86	27	53	13	4	14	39	116	20	9
ENSG00000261578	75	85	56	277	237	136	100	144	49	192	204	63	29	92	135	109	50	68
ENSG00000078124	2504	2122	1196	1942	2814	1870	1543	1661	2198	2128	1016	969	1128	1006	1798	2236	960	1071
ENSG00000212030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254988	11	2	4	5	5	1	6	3	0	111	6	43	89	16	415	116	10	4
ENSG00000198488	43	4	14	27	10	4	15	15	11	50	9	45	473	27	2612	105	11	12
ENSG00000149260	5517	8129	2322	5595	3927	6119	7956	11039	5843	6761	4771	3048	13341	1755	3044	2745	1201	1688
ENSG00000254550	2	2	3	5	3	6	7	3	6	12	8	1	39	2	0	6	2	3
ENSG00000137474	177	869	93	722	342	310	427	432	793	382	78	186	153	118	157	438	79	138
ENSG00000178795	3	3	0	8	3	9	3	2	13	4	0	1	2	0	1	1	0	0
ENSG00000224829	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000149269	2495	4977	2046	4650	4207	4670	4106	5633	7142	4248	1774	1467	2721	1791	1462	947	1259	1661
ENSG00000268635	9	9	13	13	23	12	8	14	15	14	9	12	39	11	13	22	10	19
ENSG00000074201	3710	3518	2563	4603	3438	4581	3354	4661	5975	5865	2635	2378	3327	2461	3033	2671	2338	3485
ENSG00000238880	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0
ENSG00000178301	725	710	444	569	150	1017	860	1188	924	1028	772	285	294	175	589	314	152	588
ENSG00000048649	2930	5171	2727	4610	4541	4241	3702	5107	4498	6030	1699	1600	2699	2117	2831	1797	1530	2124
ENSG00000206816	1	0	0	0	1	2	2	0	0	3	0	2	0	3	1	2	0	0
ENSG00000254985	5	8	3	6	5	4	5	1	4	5	0	7	3	6	7	3	2	2
ENSG00000227376	11	14	12	8	7	8	3	7	10	4	6	1	7	3	1	5	3	3
ENSG00000255409	2	2	8	5	4	5	5	4	0	12	0	7	15	5	1	14	7	6
ENSG00000219529	16	6	15	33	14	41	28	30	25	18	14	16	19	7	13	42	20	18
ENSG00000087884	1441	595	868	1038	1011	1852	1095	1605	1534	1468	495	452	717	866	417	496	842	510
ENSG00000254459	0	0	4	0	4	8	5	3	1	5	3	0	9	14	7	1	0	13
ENSG00000254691	1	1	1	2	3	4	3	4	4	5	4	4	2	5	3	1	3	7
ENSG00000255449	0	0	6	0	4	2	2	7	2	5	11	5	28	13	4	11	4	22
ENSG00000241782	2	1	4	1	6	8	4	3	1	3	7	3	6	14	3	3	3	3
ENSG00000149262	1350	1647	1130	2053	1666	1654	1600	2047	1721	2157	604	916	1306	1184	1173	741	670	781
ENSG00000255115	9	8	5	10	6	4	6	23	8	9	3	5	0	10	5	1	5	2
ENSG00000151364	1041	925	1200	775	487	1122	694	1044	1240	124	249	327	129	695	28	101	195	54
ENSG00000254829	1	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259112	11	14	0	0	2	2	12	13	7	24	0	0	20	0	0	0	0	0
ENSG00000254675	13	7	9	16	14	40	9	22	22	11	12	8	6	15	2	2	1	5
ENSG00000151365	7	13	6	1	7	4	1	4	16	3	9	0	4	3	0	1	1	2
ENSG00000151366	8474	5111	4134	5908	3332	7310	5464	6543	8925	5997	3806	3649	6810	2909	3388	5193	3844	3654
ENSG00000159063	3560	1834	2006	2048	1442	2536	2118	2358	2354	3289	1449	1845	2088	1294	1671	1557	993	1386
ENSG00000252494	0	0	0	0	0	0	0	0	2	3	0	0	1	2	0	0	0	0
ENSG00000246174	97	93	51	161	119	106	88	212	265	293	115	86	94	101	137	79	46	125
ENSG00000188997	834	855	563	947	575	838	713	913	633	983	464	535	551	284	558	573	347	373
ENSG00000118369	164	306	245	413	264	365	261	576	477	415	238	119	400	169	443	251	196	277
ENSG00000033327	560	1565	452	1669	573	1482	668	1441	1598	1597	808	223	1135	594	1035	297	908	888
ENSG00000254420	1	1	0	1	2	2	3	0	3	9	4	3	6	5	4	0	0	2
ENSG00000254649	1	0	1	0	3	3	1	2	1	3	0	1	15	4	3	0	1	3
ENSG00000251323	3	4	15	6	11	14	2	9	7	11	6	9	44	22	4	12	1	12
ENSG00000137513	1621	1315	874	1579	1100	1325	1162	1309	1956	2870	647	960	2188	911	1184	1169	667	916
ENSG00000255084	0	1	2	4	1	1	1	1	1	5	4	0	1	1	0	0	0	1
ENSG00000252033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149256	121	177	133	329	468	110	138	271	123	348	84	150	188	178	94	218	131	84
ENSG00000254563	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	2	0	0
ENSG00000266550	0	0	0	0	2	1	0	0	1	0	0	3	0	2	0	0	0	0
ENSG00000255345	1	0	0	1	3	0	1	1	0	2	0	4	1	3	1	0	0	0
ENSG00000254885	0	0	0	0	2	2	5	2	1	0	0	0	1	0	5	3	1	1
ENSG00000211997	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000221551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254471	1	0	0	1	0	3	1	1	2	1	0	0	0	0	0	0	0	0
ENSG00000254434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245832	10	10	14	16	16	12	15	26	17	30	22	22	23	24	15	38	8	18
ENSG00000264110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255246	0	1	0	0	1	5	1	0	0	1	0	5	1	2	0	0	0	0
ENSG00000227097	2158	640	2416	4086	3447	5314	3902	5053	5621	9911	4898	1455	1178	2141	1200	2282	2501	3067
ENSG00000182103	60	94	120	77	25	99	85	195	167	48	28	22	83	53	26	34	16	16
ENSG00000255382	1	1	0	0	3	4	0	1	1	1	0	1	0	1	0	6	0	2
ENSG00000255063	0	1	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0
ENSG00000137509	7701	10235	5093	9018	6699	8966	4722	8149	13193	6996	3322	4207	3741	2997	3940	3751	3732	2529
ENSG00000254441	0	0	1	0	4	0	0	0	0	1	0	0	0	0	0	2	0	0
ENSG00000165490	40	78	87	76	58	49	32	65	125	69	58	30	118	23	56	38	27	62
ENSG00000242279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000254698	3	2	5	3	4	1	1	7	1	10	3	4	13	7	3	3	1	13
ENSG00000137502	1081	2060	663	1141	942	1188	875	1064	1403	1695	718	1349	1486	442	1904	1640	566	1716
ENSG00000254522	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000207221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246067	393	317	293	644	351	664	419	623	582	729	514	398	323	366	329	802	312	277
ENSG00000255503	4	0	9	3	5	9	9	4	3	14	4	1	4	7	8	11	1	11
ENSG00000279900	13	5	10	10	36	19	19	37	22	46	25	22	27	35	25	22	0	32
ENSG00000255010	0	0	0	1	1	0	0	1	6	2	0	1	0	0	3	2	1	3
ENSG00000254965	0	5	0	3	2	3	0	4	3	1	2	1	0	0	2	0	1	1
ENSG00000255051	55	105	27	148	33	203	114	84	81	204	5	74	28	30	28	80	11	41
ENSG00000165494	1970	2526	2961	4306	5115	4025	3895	5786	4770	6243	2786	2847	4007	4215	3064	7909	1671	3802
ENSG00000254676	17	8	27	15	19	25	25	24	20	30	48	14	35	50	39	40	22	60
ENSG00000247137	72	42	67	88	76	147	100	131	115	191	165	85	102	139	119	228	68	186
ENSG00000269939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000137494	711	1219	794	1302	942	894	790	1264	1175	856	376	574	1028	678	642	404	507	577
ENSG00000255541	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3
ENSG00000254551	0	1	0	1	3	0	3	1	4	4	1	3	2	3	1	0	0	0
ENSG00000241020	10	8	18	47	35	33	30	32	46	10	0	2	32	20	5	3	2	0
ENSG00000137500	2174	2430	1654	3111	1892	3048	2398	2986	4416	3258	1598	1292	1999	1365	1724	1707	1294	1183
ENSG00000255234	31	40	22	33	60	35	54	69	31	143	40	36	74	33	63	89	10	62
ENSG00000255003	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000274004	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
