GeneID	PRAD_N_1	PRAD_N_2	PRAD_N_3	PRAD_N_4	PRAD_N_5	PRAD_N_6	PRAD_N_7	PRAD_N_8	PRAD_N_9	PRAD_T_1	PRAD_T_2	PRAD_T_3	PRAD_T_4	PRAD_T_5	PRAD_T_6	PRAD_T_7	PRAD_T_8	PRAD_T_9
ENSG00000163961	1107	1667	1117	1516	2523	1296	1261	1579	1063	1438	736	753	602	1200	733	437	738	804
ENSG00000273013	13	15	1	13	4	19	9	5	13	12	8	6	1	5	3	0	15	7
ENSG00000214097	51	56	1	2	0	8	0	4	4	1	3	3	8	0	0	4	0	0
ENSG00000213358	34	7	17	11	23	29	18	15	10	43	43	24	36	44	18	37	23	38
ENSG00000225770	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	3	1	0
ENSG00000185798	296	301	269	487	391	433	331	475	467	383	190	200	66	296	191	153	204	190
ENSG00000174013	1179	1300	822	1479	1145	1228	1063	1204	1140	1966	1027	899	972	620	917	411	515	816
ENSG00000232065	11	3	3	8	3	14	7	15	19	14	17	6	9	2	0	53	7	5
ENSG00000174004	76	341	155	104	79	159	42	270	212	148	126	31	187	120	97	106	115	120
ENSG00000163964	2579	1746	1326	2096	1261	2210	2137	1708	2509	2050	1229	1508	1999	934	1488	683	1245	1222
ENSG00000174007	163	199	95	280	136	202	184	183	252	223	91	59	137	103	118	35	104	81
ENSG00000201441	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000180370	5495	8271	4629	7400	6035	5969	5062	7642	6347	8510	4381	4551	5019	3055	5009	2203	3117	3348
ENSG00000272359	0	2	1	1	0	0	0	0	0	0	2	2	1	2	0	1	1	0
ENSG00000206892	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000119231	1380	1539	1239	2165	2203	1644	1669	1918	2219	2163	1218	1307	1239	1206	1076	700	1169	984
ENSG00000230732	8	6	9	10	21	15	11	9	14	30	17	4	26	9	6	10	10	14
ENSG00000114503	4770	4780	3039	5706	4357	5397	3998	4567	6094	5754	4014	3984	1590	2525	3349	1756	2747	4027
ENSG00000225578	5	3	0	0	4	6	2	5	7	11	8	5	3	9	9	7	1	5
ENSG00000270170	1093	654	729	1010	607	1103	870	1108	1422	898	780	617	308	400	482	609	496	459
ENSG00000119227	605	550	371	508	527	749	578	779	605	1031	332	559	582	605	386	385	221	420
ENSG00000233487	8	24	27	18	18	48	28	34	41	30	60	24	54	28	18	22	10	29
ENSG00000163975	393	870	336	391	295	438	771	681	1108	426	828	299	243	427	289	515	300	180
ENSG00000228109	79	102	59	107	77	200	176	188	274	223	327	67	334	161	101	165	168	108
ENSG00000075711	3180	4390	3152	5019	4299	4044	3694	5137	4465	5263	2233	2230	1156	2375	2634	1479	1527	2068
ENSG00000265850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227375	32	14	14	18	14	25	15	23	14	5	4	4	3	13	3	21	7	6
ENSG00000235126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ENSG00000229912	0	1	1	1	0	0	3	3	0	0	0	0	1	0	0	4	0	2
ENSG00000237167	1	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0
ENSG00000272989	52	30	98	45	19	43	42	57	59	91	22	43	148	61	81	74	21	72
ENSG00000161267	2190	1926	2331	2065	1762	2023	2795	3021	2601	4166	1513	2232	952	1531	2256	1521	1309	3211
ENSG00000214135	262	328	343	685	834	675	576	738	644	1638	810	383	477	580	505	224	330	701
ENSG00000213519	4	1	3	5	7	5	2	2	15	4	0	2	2	16	1	0	4	4
ENSG00000249626	47	31	42	60	62	59	77	85	69	347	43	72	135	154	135	105	23	130
ENSG00000273308	4	14	17	10	18	13	12	15	11	59	16	13	57	17	22	16	7	29
ENSG00000236833	1	1	28	25	14	2	1	14	38	15	8	7	12	234	36	22	29	107
ENSG00000145016	981	1151	1134	1395	1315	1235	1028	1767	1001	1925	934	816	738	1097	1013	245	801	942
ENSG00000216042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000122068	4797	6731	3090	5895	4588	4688	3453	4731	6431	5333	3549	3268	1496	2399	4313	1909	2728	2054
ENSG00000273375	0	3	6	4	2	4	7	4	2	4	7	3	0	9	3	5	5	1
ENSG00000186001	2431	3427	2497	3427	2513	3182	2690	4358	3407	4058	1979	1628	1261	2103	2452	1030	1704	1823
ENSG00000234136	0	0	0	1	0	1	0	1	0	2	0	0	0	0	0	0	0	1
ENSG00000234742	13	11	11	12	6	14	7	11	15	18	6	4	5	6	4	7	9	8
ENSG00000114473	424	493	351	641	374	600	480	602	825	462	367	253	151	281	296	204	197	424
ENSG00000199306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000182899	41173	21357	18375	32131	24365	35400	25262	29199	50382	56220	30949	20144	10075	20191	20430	12379	21862	32181
ENSG00000185621	453	681	554	929	599	610	618	1043	573	1181	296	325	335	529	545	243	299	520
ENSG00000201622	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232832	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000226435	4	1	3	5	4	4	1	5	7	2	5	0	20	8	0	2	7	4
ENSG00000212297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232783	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000213113	0	2	0	5	2	1	1	0	4	4	9	0	0	0	0	0	1	0
ENSG00000236246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236438	635	600	1711	917	2338	1767	2057	1837	2177	829	2108	2333	1336	1579	333	1227	623	467
ENSG00000222792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230304	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248302	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
ENSG00000272602	498	565	334	1388	807	724	547	666	630	965	745	531	759	408	394	490	262	436
ENSG00000207643	0	0	0	2	0	0	0	1	0	2	0	0	2	0	0	0	0	1
ENSG00000250238	0	2	0	1	0	3	0	2	1	4	0	2	2	1	1	0	0	0
ENSG00000250312	367	269	329	488	364	435	209	510	541	1125	293	260	258	305	204	444	163	616
ENSG00000211553	2	4	5	7	13	7	21	13	12	9	4	4	14	5	22	1	6	1
ENSG00000275426	13	10	10	4	12	10	15	4	7	4	3	7	19	41	28	45	19	15
ENSG00000250892	14	7	12	20	12	18	9	28	35	25	6	8	13	5	5	3	3	10
ENSG00000198155	25	32	33	47	66	74	48	71	91	69	37	65	66	47	22	33	16	40
ENSG00000252616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251188	4	1	4	7	12	22	13	10	11	5	0	15	28	15	7	9	14	2
ENSG00000251689	3	2	0	1	1	0	1	0	0	1	0	2	2	0	0	1	0	0
ENSG00000186777	0	3	1	10	9	8	9	15	16	4	5	7	32	12	6	6	16	3
ENSG00000251535	3	1	2	0	0	1	0	5	4	2	3	1	5	2	2	12	0	3
ENSG00000131127	266	443	298	537	476	445	413	521	446	942	329	388	325	341	402	295	198	446
ENSG00000248564	0	1	3	3	0	1	3	5	2	7	1	2	6	7	2	2	1	2
ENSG00000250321	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	2
ENSG00000207642	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	2
ENSG00000281016	4	2	4	4	1	6	3	4	7	5	0	3	0	1	4	0	3	0
ENSG00000249025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211482	0	2	1	1	1	1	3	0	0	4	0	1	5	0	0	1	0	0
ENSG00000272885	15	19	12	12	7	12	15	12	16	12	2	6	12	14	19	17	15	6
ENSG00000251595	212	337	165	351	305	365	294	302	446	357	189	221	313	278	300	162	170	199
ENSG00000182903	976	1381	838	1653	1721	1518	1243	1499	1589	2345	608	1322	964	784	1206	1044	664	1085
ENSG00000252150	2	0	5	4	8	9	2	7	7	2	7	3	1	1	1	5	3	0
ENSG00000174227	2104	2384	2331	2940	2494	2749	2539	3562	2879	4332	1169	2326	1821	1966	1866	1794	1215	1670
ENSG00000273238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
ENSG00000133256	302	288	275	288	220	428	229	419	499	178	82	85	169	349	54	40	118	67
ENSG00000242686	0	1	1	0	3	7	3	5	2	2	1	0	54	4	0	0	1	1
ENSG00000272927	30	34	27	50	16	55	44	51	58	27	2	16	30	96	17	5	23	11
ENSG00000169020	3577	1782	1884	4150	3109	5497	3584	4247	6220	4285	2739	1586	1589	1255	1463	2835	2141	2047
ENSG00000215375	1074	459	473	610	545	1090	662	843	987	1394	1882	563	1356	471	724	1029	766	833
ENSG00000169026	173	216	303	446	187	314	568	638	271	297	253	192	282	257	155	86	157	148
ENSG00000185619	2798	2709	3219	3572	3151	3484	3734	4405	3159	6295	2388	3035	3906	3234	4828	3930	2403	3224
ENSG00000248416	0	1	1	1	1	0	0	0	0	3	0	3	2	2	2	0	2	2
ENSG00000272588	4	2	7	5	21	7	15	14	16	22	20	18	22	12	12	4	7	5
ENSG00000249592	97	175	112	124	113	195	193	198	126	316	173	117	163	100	128	398	108	204
ENSG00000233799	5	6	14	10	8	7	6	12	9	16	20	8	28	9	2	21	9	8
ENSG00000168993	97	113	141	100	99	116	115	226	98	307	342	119	183	240	247	533	163	336
ENSG00000260262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178950	5706	5634	6066	5957	6116	4893	6553	9334	4808	7564	3774	5417	3910	4460	4599	5875	3267	3292
ENSG00000127419	1977	1701	1656	1794	1218	2039	2594	2767	1908	2107	1382	1733	1451	1123	1671	2178	884	1025
ENSG00000145214	920	680	1109	766	1340	902	808	1640	1019	1166	868	532	1004	993	2375	853	785	689
ENSG00000145217	94	94	244	98	114	103	152	454	120	381	157	132	404	202	292	215	54	170
ENSG00000127415	608	374	878	707	622	638	760	1106	894	1057	450	1155	1340	941	1601	1453	603	1042
ENSG00000127418	2523	1814	2623	1634	1818	2098	2341	3725	1642	3792	5409	3225	3104	2179	3929	3081	2359	2984
ENSG00000250259	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
ENSG00000178222	195	240	145	184	111	242	246	217	238	379	50	107	37	85	281	25	68	29
ENSG00000251639	4	9	2	4	6	6	2	6	2	8	0	0	0	1	7	0	1	1
ENSG00000251652	1	1	0	2	2	3	5	1	3	6	27	3	0	0	3	3	0	1
ENSG00000215367	9	0	2	3	2	6	3	1	9	6	1	4	0	1	16	7	20	13
ENSG00000212458	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000227189	3	1	3	1	2	11	7	6	0	20	41	12	3	7	10	76	5	8
ENSG00000159674	46078	26392	24931	12307	2574	50962	54111	22193	24760	25807	40489	67523	29688	6613	32046	48846	2455	8944
ENSG00000273179	106	33	144	32	19	818	390	124	132	967	347	439	532	124	413	567	26	157
ENSG00000280927	61	49	114	78	94	249	242	165	101	1163	613	439	253	176	1125	420	114	297
ENSG00000159692	9856	8475	8698	9100	6463	8208	9671	12715	10609	12164	4153	7162	8318	6046	8408	11560	5838	5745
ENSG00000196810	1303	1537	1208	1602	933	1687	1304	2122	1695	2400	1147	1050	986	861	1918	1854	761	921
ENSG00000090316	3407	3511	3343	3787	2833	3214	3529	5720	5173	4005	1829	3206	2445	2753	3661	3816	2037	2172
ENSG00000163945	263	368	530	640	838	339	514	799	484	1013	374	659	1280	652	802	511	365	435
ENSG00000254094	2	0	0	0	0	0	1	1	0	1	0	2	5	0	0	3	0	0
ENSG00000253399	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	2	0
ENSG00000179979	341	318	661	384	375	382	595	1025	479	955	674	359	605	834	825	998	517	471
ENSG00000235608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272783	11	4	6	18	5	17	20	27	6	72	15	147	4	18	58	67	45	0
ENSG00000244459	13	13	7	26	23	25	9	27	26	22	34	3	19	21	32	19	24	9
ENSG00000174137	64	50	88	45	57	39	68	97	84	119	158	61	66	91	124	161	56	89
ENSG00000207009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000163950	2091	1893	1403	2563	1978	2317	1700	2403	3304	2745	1365	1434	2298	1102	1569	1713	1328	1817
ENSG00000270195	3	13	12	16	36	36	42	37	17	37	43	17	72	19	33	43	22	60
ENSG00000168936	4271	3910	4188	4384	3063	4463	4957	6120	5526	5523	2302	2789	3838	2424	3738	5717	2651	3173
ENSG00000013810	165	309	341	339	302	275	139	400	313	452	442	254	1677	194	700	496	264	1414
ENSG00000068078	1905	549	1027	1206	8105	1444	2549	3420	1026	2744	2940	1616	3723	1158	1367	1219	322	663
ENSG00000168924	2420	2040	1873	1943	2465	1508	1637	2477	1704	2966	2039	2490	2927	1441	2216	2379	1252	1934
ENSG00000240455	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
ENSG00000109685	1912	2201	1844	2378	2376	2095	1864	2654	2483	4431	2116	1896	5698	1668	2414	2378	1370	3289
ENSG00000249784	0	0	0	0	0	1	0	0	1	3	6	0	2	0	1	0	0	0
ENSG00000185049	1959	1833	1922	2127	2102	1421	1810	2952	2015	2697	1351	1910	2073	1863	1882	2255	1379	1626
ENSG00000216105	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
ENSG00000243449	15	14	11	31	7	9	15	30	49	23	197	14	24	15	38	144	85	20
ENSG00000185818	171	608	509	406	109	289	379	464	428	355	199	84	107	181	304	269	336	68
ENSG00000130997	238	137	180	204	124	285	253	281	193	537	188	220	74	146	370	203	87	274
ENSG00000249006	0	0	0	0	0	0	0	0	2	8	0	3	1	0	5	0	0	4
ENSG00000250623	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000214367	765	869	856	1240	970	1165	871	1154	1163	1792	526	481	996	749	764	589	508	723
ENSG00000249047	0	0	0	0	0	3	2	1	0	13	2	1	1	0	3	0	1	5
ENSG00000123933	8557	5840	8202	6251	3261	6970	5447	11087	9793	11178	5964	4745	9752	3707	7759	7603	4491	4915
ENSG00000265080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000159733	369	419	308	715	655	374	416	661	512	359	255	338	234	463	320	220	287	354
ENSG00000251148	0	0	0	1	0	0	0	1	1	0	0	0	0	0	2	1	0	0
ENSG00000239247	1	16	2	6	6	9	12	13	7	19	7	5	3	8	2	2	6	1
ENSG00000249077	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0
ENSG00000206113	3	12	6	6	1	5	6	8	5	3	4	21	81	7	13	13	6	16
ENSG00000249428	2	1	5	1	4	0	0	2	0	0	5	0	19	0	8	0	0	0
ENSG00000063978	3933	4153	3141	4856	3901	3811	3267	5211	4022	4848	2643	4458	3187	2506	2524	2810	2046	1946
ENSG00000248399	0	0	1	3	0	0	1	0	1	0	0	0	0	0	2	1	0	0
ENSG00000251229	15	19	23	25	30	29	30	29	27	32	28	22	18	17	21	13	4	17
ENSG00000248155	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
ENSG00000206738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000125386	1408	2390	1847	2262	2291	1736	1915	2978	1965	3012	1114	1498	2143	1523	1818	1511	1086	1429
ENSG00000168884	1927	1641	1596	1965	1493	1876	1591	2306	2317	1851	1447	2018	1300	1195	1240	1666	1518	991
ENSG00000087266	976	1324	2391	1419	1883	1189	1554	3002	2061	3042	1348	1196	2060	1910	1844	1484	1418	1363
ENSG00000087274	17381	27341	15627	26024	14813	21627	19606	28995	26719	22159	10911	11040	10664	12966	13744	11850	11393	8141
ENSG00000109736	5265	3308	4542	3830	3605	3698	5733	6092	4188	7876	6384	5222	5725	4740	5233	5211	4136	3333
ENSG00000249673	1097	1136	1079	1452	1121	1579	1247	1885	1574	1201	855	555	505	776	619	661	671	357
ENSG00000087269	2189	2414	2059	2901	3666	2106	2064	3059	2776	3528	1942	2340	1597	1867	1676	1704	1659	2130
ENSG00000125388	231	190	153	226	206	233	192	243	270	397	235	191	205	128	193	159	137	195
ENSG00000278136	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000199335	0	3	0	0	2	2	1	2	1	1	0	0	0	1	0	2	0	1
ENSG00000251075	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
ENSG00000278778	0	0	0	1	0	0	0	1	1	2	0	4	1	0	0	1	0	2
ENSG00000274693	0	0	0	1	2	1	0	1	0	0	0	2	1	0	0	4	0	1
ENSG00000197386	3474	4749	5427	5861	4081	4343	4670	8946	4216	7373	2600	2939	3447	3161	3444	3679	2608	2567
ENSG00000188981	10	5	11	8	29	29	29	28	15	41	24	12	30	32	20	15	9	41
ENSG00000159788	2537	2894	3007	4178	6003	3734	6291	6581	4286	3372	1539	1637	2137	3572	1450	1370	1896	1160
ENSG00000248840	0	0	1	2	2	0	0	0	1	7	0	0	7	3	1	5	0	1
ENSG00000248843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000109758	1	2	16	8	5	14	47	30	17	27	47	14	226	23	7	2	11	18
ENSG00000175920	152	64	305	100	281	114	275	595	99	199	71	106	205	512	43	42	71	15
ENSG00000261643	43	17	123	30	54	61	74	46	51	61	41	28	55	66	33	97	69	26
ENSG00000163956	11555	10974	9832	12530	6767	9684	9503	13770	13912	11241	6682	8722	4997	5638	6385	9218	6317	4714
ENSG00000280230	8	7	4	11	17	14	17	22	12	30	17	16	17	5	6	10	4	15
ENSG00000270090	5	5	2	11	6	5	4	5	6	9	1	5	4	9	2	1	5	4
ENSG00000216560	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0
ENSG00000250681	2	1	0	5	1	0	0	4	0	7	0	12	0	1	14	13	0	0
ENSG00000250632	0	3	1	0	0	0	1	1	1	8	3	0	0	1	3	0	1	0
ENSG00000250986	66	124	100	102	23	76	94	241	136	159	102	50	32	52	65	40	130	3
ENSG00000184160	191	256	309	516	104	176	183	809	287	499	312	233	171	162	279	276	432	35
ENSG00000251166	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234386	1	3	0	1	3	6	3	1	2	7	5	2	1	2	2	1	1	3
ENSG00000249522	0	1	0	1	1	0	0	1	0	1	0	0	1	5	0	0	0	0
ENSG00000253917	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000271977	0	1	3	0	0	1	0	0	2	0	0	0	0	3	3	0	0	0
ENSG00000251271	0	1	1	0	0	0	1	2	6	1	0	0	0	6	0	0	0	0
ENSG00000251669	192	215	150	247	178	265	162	184	264	198	341	118	64	181	168	167	92	168
ENSG00000250476	0	3	0	0	0	0	0	1	0	6	9	1	0	0	0	0	0	1
ENSG00000243894	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000221301	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000250940	0	0	0	0	0	0	0	0	0	0	6	0	0	5	0	0	0	0
ENSG00000248669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250381	0	0	1	1	1	0	0	0	0	1	0	0	0	2	0	0	1	0
ENSG00000250710	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163982	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000132406	1620	1340	1121	1637	1070	1424	1462	1720	2665	1228	769	799	736	947	919	921	798	954
ENSG00000145220	625	588	426	792	888	567	442	562	783	882	479	820	412	614	589	431	522	490
ENSG00000168826	275	237	243	508	533	530	418	545	362	430	219	210	224	348	194	166	208	174
ENSG00000248516	3	4	11	5	2	14	10	7	5	12	5	8	9	7	5	11	3	10
ENSG00000168824	1236	1203	478	2485	3916	1047	1637	1064	2327	1120	280	819	68	716	1148	47	885	88
ENSG00000168818	1704	1395	1268	2095	1331	1845	1636	2112	2407	2051	977	1232	1391	885	1229	1083	967	907
ENSG00000248221	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000237170	0	1	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	3
ENSG00000247708	109	105	70	176	121	115	119	134	155	135	39	47	37	89	69	74	59	92
ENSG00000280310	8	7	11	8	9	8	6	13	7	8	9	4	7	13	6	5	2	0
ENSG00000273396	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163132	113	66	65	166	88	135	75	126	112	284	232	111	313	99	126	251	445	53
ENSG00000251587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170891	30	276	101	437	242	415	378	235	514	751	99	31	24	29	324	19	243	21
ENSG00000152953	27	71	33	64	63	68	34	59	78	66	36	8	20	28	31	7	55	21
ENSG00000252266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201496	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000082929	2	2	3	0	8	1	1	1	4	1	36	2	0	10	0	6	3	1
ENSG00000173040	414	580	387	616	668	495	561	896	517	307	187	98	116	616	205	79	318	95
ENSG00000072840	1714	3593	2270	3462	1871	2495	2597	6121	3377	5634	1002	1191	2497	1529	1937	744	986	952
ENSG00000072832	629	791	509	719	550	850	709	1100	861	1610	637	381	1094	631	970	393	1024	360
ENSG00000181215	7	10	6	8	13	9	10	35	23	13	13	5	4	10	2	6	11	0
ENSG00000263631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000152969	266	410	207	408	482	976	957	1690	746	211	31	184	40	258	65	14	355	55
ENSG00000249896	102	107	76	78	51	190	128	278	124	42	44	83	39	46	14	16	43	23
ENSG00000251408	18	9	17	19	19	22	28	21	12	28	32	11	13	14	16	11	9	16
ENSG00000269908	27	11	8	20	13	37	57	64	27	7	9	13	3	9	2	0	20	2
ENSG00000109501	6519	9515	5263	8720	3845	7960	7824	11562	6145	5751	4470	3720	3117	3786	3462	3734	4249	1695
ENSG00000074211	1196	1601	1051	1358	424	1348	1367	1749	1762	446	1206	833	3318	794	815	1738	1531	1010
ENSG00000013288	5787	10325	4633	7851	3890	7215	6083	10004	5942	5006	2462	5362	3209	3134	4459	3674	2583	2233
ENSG00000179010	25349	21912	16344	25609	15080	22472	19530	24239	28085	19319	12063	13778	10482	13343	13375	15095	14103	10279
ENSG00000251580	161	70	127	196	96	218	140	175	216	204	75	68	33	55	59	93	54	128
ENSG00000170846	1853	1058	1399	1572	1514	2048	1710	1686	1804	959	1116	767	801	762	722	1306	656	803
ENSG00000246526	17	18	26	20	30	8	11	40	24	25	108	29	14	20	26	64	13	21
ENSG00000279859	0	1	3	1	2	1	0	2	3	3	0	1	3	0	0	3	0	0
ENSG00000163993	1717	103	655	336	32840	120	196	1833	197	73	100	397	6	798	19	105	206	44
ENSG00000282742	4	4	3	3	9	1	6	8	11	15	11	4	12	11	10	5	5	10
ENSG00000178988	6115	5010	4600	6415	4323	6299	4604	6858	7935	5304	3096	3532	2554	3186	3575	4208	2882	3133
ENSG00000186222	1080	675	841	856	654	835	806	1255	1136	951	611	787	448	658	781	916	590	605
ENSG00000170871	3526	6133	3632	8473	4457	6308	4485	6573	5989	6246	2582	3576	2297	2475	2828	2345	2323	1262
ENSG00000132405	5105	4788	6026	6080	3424	4867	4272	9247	7316	6537	2586	2235	6016	3244	4673	4027	2651	4041
ENSG00000187904	10	13	14	12	25	24	17	27	14	67	18	29	24	30	30	17	10	20
ENSG00000202392	0	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	1
ENSG00000265550	0	0	9	1	4	3	0	0	0	0	0	0	0	13	0	0	6	0
ENSG00000245748	0	2	23	12	10	9	15	12	0	42	9	19	9	26	17	19	0	22
ENSG00000173013	181	171	253	174	95	192	130	305	153	135	127	84	267	445	140	115	124	44
ENSG00000173011	3630	3864	2971	4140	2535	3269	2621	4904	3471	3965	1748	2173	1961	2159	2851	2337	1506	1451
ENSG00000109519	2511	1763	1494	2092	2495	1863	1611	2158	2178	2236	1420	1486	897	1306	1422	1584	1475	1164
ENSG00000245468	98	97	71	115	72	164	147	142	172	189	182	60	60	76	99	187	81	99
ENSG00000200867	0	0	0	0	1	1	0	0	0	4	0	0	3	0	5	4	0	3
ENSG00000184985	261	1787	411	810	240	668	304	813	892	680	178	109	340	234	630	56	159	108
ENSG00000264658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178597	1	1	2	1	1	0	2	0	0	5	12	0	0	1	4	3	1	0
ENSG00000266690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272620	12	16	7	10	24	11	3	12	12	28	9	17	21	8	8	4	9	9
ENSG00000196526	1857	4639	2583	4063	2747	2058	1690	3398	3194	4012	2089	1049	2493	1588	1993	1612	1356	1327
ENSG00000228919	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
ENSG00000163995	272	228	71	105	73	113	164	110	105	313	141	46	110	107	96	180	151	81
ENSG00000207807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273267	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000251460	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250471	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000125089	805	997	636	1824	1680	659	1740	1520	1262	1909	1692	773	1033	1053	859	1487	1002	511
ENSG00000276852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281359	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0
ENSG00000170801	1059	2805	444	1161	181	3211	1062	1025	2389	1789	2035	236	2563	772	2913	322	2371	1331
ENSG00000249145	1	0	1	2	0	3	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000248986	1	5	5	4	4	3	5	4	9	19	28	4	9	6	3	8	1	9
ENSG00000251615	1535	689	1335	1110	475	1838	1611	1600	1032	1041	468	729	94	779	884	1051	643	728
ENSG00000087008	2277	2226	1730	2353	1665	2499	2240	3352	2399	2470	972	1325	1823	758	1092	1198	743	877
ENSG00000202054	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000155275	872	683	810	1007	1022	909	884	1231	1033	1208	444	655	516	655	602	469	499	749
ENSG00000251186	0	1	6	1	2	7	4	6	9	9	16	5	15	6	11	2	0	7
ENSG00000205959	13	19	33	34	35	50	44	45	46	43	20	33	21	95	35	24	41	83
ENSG00000155269	0	1	0	1	2	0	0	8	3	35	35	3	25	1	5	4	5	33
ENSG00000109625	17	391	160	217	61	163	55	764	190	1123	2183	203	2280	215	637	330	684	1319
ENSG00000250915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215612	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	1	94	0
