genename	A1	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A2	A20	A21	A22	A23	A24	A3	A4	A5	A6	A7	A8	A9	B1	B10	B11	B12	B13	B14	B15	B16	B17	B18	B19	B2	B20	B21	B22	B23	B24	B3	B4	B5	B6	B7	B8	B9	C1	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C2	C20	C21	C22	C23	C24	C3	C4	C5	C6	C7	C8	C9	D1	D10	D11	D12	D13	D14	D15	D16	D17	D18	D19	D2	D20	D21	D22	D23	D24	D3	D4	D5	D6	D7	D8	D9	E1	E10	E11	E12	E13	E14	E15	E16	E17	E18	E19	E2	E20	E21	E22	E23	E24	E3	E4	E5	E6	E7	E8	E9	F1	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F2	F20	F21	F22	F23	F3	F4	F5	F7	F8	F9	G1	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G2	G20	G21	G22	G23	G24	G3	G4	G5	G6	G7	G8	G9	H1	H10	H11	H12	H13	H14	H15	H16	H17	H18	H19	H2	H20	H21	H22	H23	H24	H3	H4	H5	H6	H7	H8	H9	I1	I10	I11	I12	I13	I14	I15	I16	I17	I18	I19	I2	I20	I21	I22	I23	I24	I3	I4	I5	I6	I7	I8	I9	J1	J10	J11	J12	J13	J14	J15	J16	J17	J18	J19	J2	J20	J21	J22	J23	J24	J3	J4	J5	J6	J7	J8	J9	K1	K10	K11	K12	K13	K14	K15	K16	K17	K18	K19	K2	K20	K21	K22	K23	K24	K3	K4	K5	K6	K7	K8	K9	L1	L10	L11	L12	L13	L14	L15	L16	L17	L18	L19	L2	L20	L21	L22	L23	L24	L3	L4	L5	L6	L7	L8	L9	M1	M10	M11	M12	M13	M14	M15	M16	M17	M18	M19	M2	M20	M21	M22	M23	M24	M3	M4	M5	M6	M7	M8	M9	N1	N10	N11	N12	N13	N15	N17	N19	N2	N21	N23	N3	N4	N5	N6	N7	N8	N9	O1	O10	O11	O12	O13	O14	O15	O16	O17	O18	O19	O2	O20	O21	O22	O23	O24	O3	O4	O5	O6	O7	O8	O9	P1	P11	P13	P15	P17	P19	P21	P23	P3	P5	P7	P9
gene8	-0.669021093	2.423478907	-1.069021093	0.883478907	-1.716521093	-0.501521093	-3.316521093	1.153478907	-0.476521093	1.248478907	-3.346521093	-0.094021093	-0.171521093	-3.194021093	0.195978907	-0.889021093	0.130978907	1.120978907	1.935978907	-3.659021093	0.288478907	-0.879021093	-1.449021093	-2.721521093	-0.504021093	-1.221521093	-0.736521093	-1.089021093	-0.516521093	-0.229021093	0.295978907	1.428478907	-1.979021093	-0.721521093	-2.251521093	-1.671521093	-1.059021093	-1.456521093	-1.576521093	-5.349021093	-0.529021093	-0.081521093	-0.966521093	-0.629021093	-1.261521093	-0.299021093	-1.226521093	-1.546521093	-0.239021093	3.183478907	3.383478907	-2.376521093	4.048478907	-3.029021093	5.395978907	-0.869021093	2.873478907	-1.846521093	1.775978907	0.175978907	1.865978907	1.950978907	-1.081521093	-0.199021093	0.728478907	2.883478907	1.148478907	3.758478907	1.215978907	3.688478907	-0.151521093	5.378478907	-1.726521093	0.993478907	0.143478907	1.735978907	-1.564021093	1.230978907	-0.724021093	0.753478907	-1.644021093	3.295978907	-1.334021093	-0.351521093	-0.404021093	0.885978907	-2.826521093	0.550978907	0.758478907	-0.414021093	0.958478907	-1.001521093	0.390978907	0.195978907	-1.209021093	-0.161521093	1.270978907	-1.726521093	-0.394021093	-2.484021093	-1.829021093	-4.051521093	-1.316521093	-3.846521093	1.425978907	-1.434021093	0.370978907	-1.569021093	-0.444021093	-0.644021093	-0.329021093	1.445978907	0.008478907	-1.371521093	-2.126521093	-1.616521093	-1.659021093	-1.726521093	-2.006521093	-0.996521093	-0.701521093	1.198478907	-3.284021093	0.503478907	-2.554021093	-1.386521093	-2.391521093	-0.241521093	-0.704021093	1.540978907	-1.116521093	2.358478907	1.013478907	0.398478907	0.915978907	1.980978907	-0.584021093	1.630978907	-2.221521093	-1.041521093	-1.066521093	-0.151521093	2.518478907	-0.714021093	1.815978907	-0.759021093	2.660978907	-1.636521093	3.285978907	-0.666521093	1.668478907	-1.789021093	3.758478907	-2.089021093	-1.436521093	-0.349021093	-0.714021093	-1.021521093	0.170978907	2.338478907	-1.614021093	5.820978907	-0.161521093	3.470978907	-2.526521093	2.600978907	-1.151521093	-1.054021093	-4.349021093	-2.421521093	0.393478907	0.445978907	2.703478907	-2.269021093	-0.779021093	-1.524021093	3.915978907	-0.356521093	-1.816521093	-0.761521093	-1.666521093	0.110978907	-0.564021093	0.185978907	-1.511521093	0.093478907	-2.514021093	0.260978907	-0.396521093	-0.936521093	-1.409021093	-0.834021093	-2.631521093	-1.136521093	-1.934021093	-0.071521093	-3.134021093	1.260978907	-1.994021093	0.855978907	-2.464021093	-1.159021093	0.353478907	-0.556521093	0.408478907	-0.504021093	0.733478907	-0.416521093	-1.001521093	-0.846521093	-1.526521093	-0.654021093	-3.064021093	-0.596521093	2.133478907	0.653478907	5.618478907	-0.741521093	-0.114021093	0.71847890700000006	0.330978907	-1.209021093	-0.419021093	0.425978907	1.553478907	-1.996521093	0.688478907	-0.369021093	0.605978907	-1.499021093	-1.654021093	1.575978907	0.978478907	-2.376521093	2.498478907	0.400978907	0.230978907	-0.499021093	-2.719021093	3.045978907	-1.066521093	5.203478907	-0.296521093	3.038478907	0.180978907	2.805978907	3.723478907	0.598478907	-0.256521093	-0.486521093	0.868478907	-0.696521093	-1.019021093	-0.84402109299999994	-0.049021093	1.085978907	0.028478907	-1.461521093	-0.429021093	-0.804021093	0.675978907	-0.036521093	-0.579021093	-0.139021093	-0.211521093	-2.294021093	0.580978907	-1.721521093	-0.53152109299999994	-0.251521093	1.423478907	-1.471521093	0.260978907	0.078478907	-2.074021093	-0.511521093	1.838478907	-0.161521093	0.645978907	-0.016521093	0.215978907	0.345978907	-0.144021093	1.245978907	-0.121521093	-0.296521093	-0.434021093	3.488478907	5.005978907	-0.684021093	6.318478907	1.720978907	4.420978907	-0.074021093	4.460978907	-0.189021093	2.815978907	-0.956521093	-0.544021093	-0.394021093	0.818478907	-0.759021093	0.075978907	2.780978907	-1.134021093	4.643478907	0.220978907	2.718478907	-1.299021093	2.193478907	2.853478907	-0.416521093	0.045978907	-0.939021093	0.443478907	-0.499021093	0.200978907	0.795978907	0.315978907	1.048478907	0.558478907	0.125978907	-1.369021093	-0.029021093	-0.109021093	1.815978907	-0.479021093	-0.449021093	-0.874021093	-0.116521093	1.380978907	-0.756521093	1.203478907	0.198478907	1.380978907	0.663478907	-1.284021093	-0.246521093	1.270978907	-1.686521093	0.303478907	1.895978907	-0.491521093	-3.841521093	1.078478907	-0.221521093	-1.139021093	-2.111521093	-1.386521093	-0.364021093	-1.846521093	-1.096521093	0.353478907	0.265978907	-0.239021093	2.125978907	0.033478907	0.630978907	1.555978907	-0.024021093	2.148478907	2.583478907	2.503478907	3.505978907
gene9	0.423722527	3.066222527	-4.446277473	0.066222527	-1.533777473	1.791222527	0.376222527	2.056222527	-2.873777473	2.681222527	-0.143777473	2.818722527	1.421222527	-0.101277473	-0.061277473	1.063722527	1.753722527	-2.776277473	1.518722527	1.693722527	3.041222527	-4.856277473	1.333722527	-3.498777473	2.478722527	2.191222527	1.816222527	1.873722527	1.226222527	2.473722527	-0.611277473	2.781222527	1.123722527	0.481222527	-1.108777473	2.011222527	2.663722527	-1.043777473	1.916222527	-0.638777473	0.493722527	1.821222527	0.916222527	1.083722527	1.371222527	1.843722527	2.746222527	1.866222527	-0.116277473	0.456222527	-2.203777473	-0.163777473	-2.858777473	-1.386277473	-4.421277473	3.113722527	-0.233777473	0.416222527	1.508722527	2.948722527	-2.961277473	1.333722527	1.471222527	1.273722527	3.411222527	0.696222527	2.601222527	0.771222527	1.768722527	-0.358777473	4.611222527	1.241222527	2.256222527	-0.153777473	2.116222527	-2.911277473	0.598722527	0.563722527	1.628722527	-6.763777473	0.848722527	5.248722527	1.348722527	2.451222527	1.318722527	2.158722527	-4.723777473	-6.076277473	2.421222527	-0.181277473	-3.938777473	1.281222527	-1.226277473	-1.891277473	-5.466277473	1.071222527	-2.676277473	-0.493777473	-4.481277473	-0.78127747299999994	-4.086277473	-3.298777473	-4.613777473	2.236222527	-3.481277473	0.228722527	-3.496277473	0.403722527	1.068722527	-0.001277473	-2.846277473	-0.711277473	1.171222527	-1.938777473	1.126222527	-4.243777473	0.213722527	-4.493777473	0.176222527	-3.273777473	2.741222527	3.141222527	-0.091277473	1.646222527	0.518722527	-1.173777473	-1.948777473	1.201222527	0.398722527	3.763722527	0.206222527	-1.908777473	1.856222527	3.291222527	2.658722527	-0.326277473	1.268722527	1.753722527	-0.138777473	-1.098777473	-3.803777473	0.831222527	-0.138777473	0.498722527	-1.381277473	-0.716277473	-5.416277473	-4.003777473	-2.301277473	-3.283777473	-1.318777473	-0.036277473	-1.258777473	0.203722527	0.106222527	1.493722527	-1.641277473	-0.028777473	0.073722527	1.361222527	0.238722527	-5.236277473	1.781222527	-4.756277473	-0.893777473	0.273722527	0.051222527	1.358722527	3.723722527	-1.288777473	0.376222527	0.368722527	1.206222527	-1.756277473	3.493722527	1.238722527	-0.151277473	-0.193777473	0.156222527	2.411222527	1.466222527	2.943722527	-1.791277473	-0.931277473	1.061222527	-3.583777473	0.218722527	1.853722527	0.346222527	0.966222527	-2.046277473	-1.581277473	-4.098777473	-2.163777473	-5.411277473	-3.398777473	-2.921277473	-1.606277473	-3.781277473	1.628722527	-3.961277473	0.663722527	-2.323777473	-0.833777473	3.451222527	-1.161277473	1.296222527	0.476222527	0.851222527	-3.113777473	0.686222527	-2.661277473	-2.671277473	-1.453777473	0.646222527	-0.883777473	-1.598777473	-1.948777473	0.378722527	1.851222527	2.193722527	1.553722527	3.003722527	-3.791277473	0.606222527	-4.763777473	-3.288777473	2.963722527	-0.151277473	2.313722527	0.088722527	3.678722527	-5.168777473	0.926222527	5.681222527	1.753722527	0.413722527	2.533722527	-1.526277473	-2.001277473	-3.013777473	-6.533777473	-1.593777473	-3.768777473	-3.766277473	-1.591277473	-4.323777473	2.841222527	-4.903777473	2.756222527	-2.248777473	-4.253777473	0.353722527	2.318722527	2.723722527	-5.771277473	2.301222527	-3.778777473	2.393722527	-2.901277473	-1.101277473	-2.403777473	2.273722527	-2.196277473	0.281222527	-1.811277473	1.853722527	-2.578777473	2.571222527	-0.408777473	3.536222527	2.591222527	2.513722527	2.281222527	-0.271277473	1.271222527	1.691222527	2.791222527	-1.951277473	0.946222527	-3.971277473	5.158722527	-1.711277473	-0.761277473	-1.648777473	1.526222527	3.118722527	2.551222527	-7.721277473	1.348722527	-4.878777473	2.833722527	0.293722527	2.228722527	-1.266277473	0.863722527	0.068722527	0.736222527	2.578722527	0.358722527	3.881222527	0.563722527	1.118722527	1.873722527	1.718722527	-1.423777473	1.603722527	-0.928777473	0.453722527	-1.333777473	2.226222527	1.756222527	1.458722527	1.733722527	3.916222527	1.273722527	3.253722527	1.698722527	-2.301277473	1.491222527	-0.598777473	1.328722527	-0.946277473	0.513722527	3.133722527	3.648722527	0.583722527	3.333722527	1.108722527	-0.503777473	-1.006277473	2.306222527	-2.973777473	0.411222527	-1.426277473	2.006222527	-0.341277473	0.226222527	3.193722527	1.056222527	1.706222527	2.198722527	2.791222527	0.651222527	-3.568777473	1.941222527	1.253722527	-0.688777473	0.086222527	0.028722527	1.476222527	-0.813777473	1.076222527	3.038722527	1.673722527	-3.061277473	1.596222527	-0.136277473	4.288722527	2.948722527	-6.588777473	-6.273777473	-0.833777473	0.818722527
gene10	-0.500315934	0.072184066	0.219684066	3.412184066	1.072184066	-0.772815934	3.962184066	-0.827815934	0.122184066	1.597184066	0.162184066	-0.145315934	-0.022815934	0.784684066	-1.395315934	-0.73031593400000006	-1.750315934	0.979684066	0.004684066	1.359684066	3.147184066	2.359684066	0.259684066	2.347184066	1.764684066	0.087184066	1.282184066	1.439684066	3.992184066	-0.820315934	0.684684066	0.577184066	1.359684066	1.637184066	-1.362815934	1.167184066	-1.060315934	0.952184066	-0.257815934	-0.452815934	0.439684066	0.717184066	0.072184066	1.089684066	-0.442815934	0.539684066	0.412184066	3.642184066	0.119684066	1.102184066	0.632184066	2.982184066	0.527184066	2.039684066	-0.445315934	-0.640315934	-0.707815934	1.342184066	-0.675315934	-2.435315934	1.834684066	-2.100315934	-1.722815934	-1.380315934	-1.352815934	1.502184066	-0.622815934	0.177184066	-2.185315934	0.307184066	3.607184066	3.257184066	0.772184066	-2.467815934	0.352184066	-2.915315934	0.174684066	-2.760315934	-0.335315934	-3.497815934	-0.005315934	3.314684066	-0.205315934	1.247184066	-2.475315934	0.044684066	-5.407815934	0.629684066	-1.232815934	-0.365315934	-0.922815934	-1.642815934	0.499684066	0.64468406599999994	0.509684066	0.137184066	-1.550315934	1.272184066	0.264684066	3.604684066	-3.440315934	2.427184066	-4.287815934	1.062184066	-2.355315934	-1.285315934	-3.460315934	-0.570315934	0.564684066	-2.105315934	-1.660315934	-2.705315934	-0.532815934	-0.512815934	-1.377815934	-1.227815934	-1.020315934	-1.557815934	0.442184066	-0.797815934	-1.002815934	1.497184066	0.994684066	2.162184066	0.194684066	-4.907815934	-1.242815934	-1.282815934	0.204684066	-1.760315934	-0.027815934	-7.142815934	3.812184066	-1.412815934	3.514684066	1.459684066	0.334684066	-2.980315934	0.167184066	-0.902815934	-4.077815934	2.387184066	-0.412815934	0.414684066	0.084684066	1.409684066	1.009684066	-0.847815934	0.714684066	0.902184066	-1.662815934	-0.790315934	-1.982815934	-1.750315934	0.942184066	-3.010315934	-0.045315934	-0.952815934	1.349684066	0.547184066	-0.835315934	0.359684066	-1.022815934	1.429684066	1.662184066	-0.030315934	-1.002815934	-0.615315934	3.899684066	-1.322815934	-0.227815934	-0.025315934	1.372184066	1.029684066	2.529684066	-2.265315934	1.654684066	-3.337815934	0.232184066	1.317184066	-0.787815934	0.909684066	-0.645315934	1.644684066	-1.372815934	0.912184066	0.194684066	3.109684066	-0.327815934	1.812184066	-1.330315934	2.204684066	-0.592815934	0.132184066	-1.645315934	-0.722815934	-2.335315934	0.76968406599999994	-1.875315934	-1.315315934	0.764684066	-1.080315934	0.492184066	-0.677815934	1.057184066	-0.995315934	2.132184066	0.662184066	-0.952815934	-2.767815934	-1.327815934	-3.605315934	-1.295315934	-1.277815934	-0.737815934	6.772184066	3.647184066	-0.772815934	0.704684066	2.217184066	-1.900315934	2.199684066	-0.130315934	0.164684066	-1.737815934	-0.647815934	-2.592815934	0.239684066	-2.165315934	-0.390315934	1.014684066	-0.105315934	-0.982815934	-1.087815934	-0.642815934	0.889684066	-2.830315934	0.639684066	-2.240315934	-2.225315934	0.542184066	-1.787815934	0.382184066	-3.152815934	0.419684066	-1.625315934	1.442184066	-0.902815934	-0.947815934	-1.647815934	-2.052815934	-3.667815934	1.229684066	-1.025315934	0.249684066	-0.995315934	-1.762815934	0.357184066	-0.210315934	-0.675315934	-0.825315934	0.242184066	-0.480315934	-2.780315934	-0.522815934	0.394684066	0.209684066	-1.352815934	0.207184066	-0.112815934	2.512184066	0.877184066	-0.720315934	0.157184066	-2.705315934	0.047184066	0.037184066	0.147184066	1.824684066	-0.097815934	0.374684066	0.364684066	0.934684066	0.354684066	-0.242815934	-0.527815934	0.444684066	-0.522815934	0.674684066	-1.965315934	-0.612815934	-0.150315934	2.679684066	0.104684066	2.329684066	0.079684066	-0.105315934	-0.447815934	1.514684066	-2.885315934	0.857184066	0.229684066	0.704684066	0.909684066	-0.655315934	1.902184066	0.009684066	0.297184066	-0.120315934	3.642184066	-4.557815934	3.332184066	1.264684066	2.859684066	-0.417815934	0.669684066	-0.720315934	-0.275315934	-5.765315934	-4.012815934	-2.002815934	3.924684066	0.709684066	1.389684066	-2.590315934	-0.715315934	0.889684066	1.039684066	-0.945315934	-0.197815934	3.339684066	2.112184066	4.822184066	0.217184066	4.089684066	2.002184066	3.374684066	-0.207815934	2.329684066	-0.077815934	0.272184066	-2.205315934	0.147184066	2.067184066	0.457184066	-0.122815934	-0.890315934	4.097184066	-2.087815934	3.724684066	1.962184066	3.232184066	0.012184066	1.744684066	-0.330315934	1.164684066	1.082184066	0.649684066	0.494684066	0.514684066	0.427184066	-1.977815934	-1.647815934	0.434684066
gene11	0.308444472	3.530944472	1.638444472	-1.959055528	-0.049055528	1.955944472	-1.349055528	0.300944472	1.230944472	3.305944472	-0.659055528	2.643444472	0.905944472	-2.446555528	-0.636555528	-0.011555528	1.338444472	1.968444472	-0.566555528	-2.221555528	-1.024055528	-1.631555528	0.698444472	-3.894055528	-0.576555528	-4.674055528	-0.709055528	0.268444472	1.480944472	1.578444472	0.793444472	-0.834055528	-0.761555528	1.775944472	-5.274055528	0.335944472	-1.831555528	-5.519055528	-2.749055528	-9.419055528	2.358444472	-2.674055528	-0.969055528	0.768444472	0.815944472	1.148444472	0.660944472	-1.639055528	-0.891555528	-8.419055528	4.730944472	-0.189055528	4.455944472	-3.261555528	6.983444472	-0.371555528	2.190944472	-0.079055528	3.293444472	-0.386555528	4.633444472	2.748444472	-1.854055528	1.208444472	1.865944472	3.810944472	2.515944472	5.625944472	2.663444472	3.145944472	-0.194055528	1.015944472	-1.159055528	1.270944472	-1.729055528	2.493444472	-0.246555528	2.238444472	0.883444472	3.960944472	-0.986555528	3.193444472	0.993444472	-0.164055528	0.003444472	2.623444472	-2.529055528	2.318444472	3.255944472	0.233444472	3.275944472	-6.244055528	1.008444472	-3.216555528	0.588444472	0.045944472	1.118444472	-1.889055528	-0.596555528	-3.186555528	-1.501555528	-2.724055528	9.44472e-4	-4.889055528	0.253444472	0.833444472	-2.601555528	-0.391555528	-1.716555528	0.563444472	1.078444472	2.913444472	0.395944472	-3.154055528	-1.989055528	-0.979055528	-3.101555528	-1.289055528	-0.629055528	-4.219055528	-4.224055528	3.275944472	-1.036555528	1.280944472	-7.366555528	-4.689055528	-3.794055528	0.365944472	-2.756555528	-0.561555528	-1.709055528	0.385944472	1.930944472	-1.944055528	-0.726555528	2.858444472	0.153444472	-0.411555528	-7.614055528	-2.364055528	-2.529055528	-0.824055528	3.145944472	0.363444472	1.603444472	-0.311555528	3.848444472	0.290944472	1.303444472	-0.419055528	3.155944472	-2.401555528	4.885944472	-4.981555528	-0.139055528	-1.181555528	0.673444472	-2.464055528	-0.061555528	2.835944472	-0.346555528	7.698444472	-4.924055528	2.028444472	-3.259055528	1.438444472	1.115944472	-2.926555528	-3.681555528	-6.434055528	2.900944472	3.703444472	4.060944472	-2.461555528	1.388444472	-1.646555528	2.283444472	-1.539055528	-4.979055528	0.355944472	-2.429055528	0.248444472	0.723444472	-5.086555528	-3.504055528	2.640944472	-0.226555528	1.238444472	-2.989055528	-1.399055528	-0.081555528	-0.196555528	-1.984055528	0.690944472	-0.906555528	-4.434055528	-4.086555528	-1.621555528	-0.946555528	-0.966555528	-4.016555528	0.878444472	-1.279055528	0.260944472	1.545944472	0.233444472	0.980944472	-0.909055528	-0.364055528	-0.599055528	-2.099055528	0.943444472	-2.336555528	-3.119055528	2.810944472	0.490944472	7.165944472	0.175944472	0.763444472	-0.584055528	1.798444472	0.888444472	-2.941555528	1.743444472	3.660944472	-1.389055528	1.645944472	0.988444472	-0.676555528	0.148444472	2.313444472	2.653444472	3.125944472	-1.639055528	-2.804055528	-1.591555528	-5.321555528	1.768444472	-1.641555528	3.713444472	-0.589055528	5.810944472	-2.749055528	2.415944472	0.258444472	3.183444472	2.060944472	1.805944472	0.470944472	-0.719055528	1.915944472	0.520944472	-2.651555528	-5.506555528	-1.481555528	2.013444472	0.755944472	-3.404055528	-1.651555528	1.013444472	-0.846555528	1.420944472	0.418444472	0.878444472	0.815944472	0.003444472	0.848444472	1.685944472	-0.974055528	2.625944472	0.990944472	-6.924055528	2.328444472	-1.134055528	-7.386555528	0.195944472	2.595944472	2.335944472	2.213444472	0.320944472	0.383444472	2.383444472	0.783444472	0.433444472	1.605944472	-1.089055528	-7.136555528	-0.564055528	6.243444472	-1.606555528	7.555944472	0.928444472	-2.781555528	-4.546555528	4.278444472	1.078444472	-0.846555528	-3.749055528	0.283444472	-2.546555528	-1.664055528	-1.661555528	0.433444472	1.858444472	-2.216555528	5.150944472	-0.861555528	-1.024055528	-5.841555528	2.300944472	3.480944472	-2.169055528	0.053444472	-1.771555528	3.050944472	0.308444472	2.688444472	4.123444472	1.183444472	1.175944472	0.045944472	2.213444472	1.518444472	-1.241555528	2.578444472	2.773444472	-0.711555528	1.108444472	-5.286555528	1.400944472	2.248444472	-1.419055528	0.820944472	-0.574055528	2.588444472	3.020944472	-2.016555528	1.360944472	0.798444472	-1.799055528	2.080944472	2.033444472	-0.364055528	-4.134055528	2.485944472	-4.444055528	-4.341555528	-0.744055528	-4.979055528	0.523444472	-0.689055528	-0.039055528	1.420944472	3.723444472	1.078444472	2.833444472	1.430944472	-0.251555528	2.403444472	1.483444472	2.825944472	3.300944472	2.990944472	5.083444472
gene12	1.501607143	1.144107143	0.831607143	0.064107143	0.854107143	1.8391071430000001	0.354107143	3.934107143	-2.185892857	3.059107143	0.454107143	1.756607143	1.399107143	1.166607143	0.766607143	1.271607143	1.211607143	-0.748392857	0.256607143	1.571607143	3.149107143	-1.998392857	2.121607143	-2.730892857	0.756607143	-0.170892857	0.774107143	1.301607143	2.414107143	1.481607143	0.396607143	2.799107143	1.201607143	1.609107143	-1.210892857	1.5891071430000001	1.041607143	0.434107143	1.204107143	0.069107143	0.871607143	0.199107143	2.774107143	1.031607143	1.049107143	0.581607143	0.584107143	1.294107143	0.361607143	0.314107143	-1.765892857	-2.065892857	-2.470892857	-2.388392857	-4.953392857	1.501607143	-0.205892857	0.654107143	1.676607143	1.716607143	1.586607143	-0.828392857	2.229107143	-0.088392857	2.639107143	0.984107143	1.569107143	1.429107143	1.496607143	-0.870892857	2.379107143	0.919107143	0.904107143	-1.865892857	2.344107143	0.076607143	2.156607143	-1.918392857	0.716607143	0.754107143	0.486607143	2.446607143	0.716607143	1.609107143	0.086607143	-1.683392857	-4.895892857	0.971607143	0.469107143	0.236607143	-2.860892857	2.659107143	-2.808392857	-3.093392857	-4.118392857	1.179107143	1.321607143	0.844107143	-4.103392857	-1.503392857	-4.188392857	-3.170892857	-3.115892857	2.174107143	-1.873392857	1.056607143	-3.888392857	0.781607143	1.876607143	0.516607143	0.471607143	-1.933392857	2.189107143	-1.340892857	0.544107143	-3.575892857	0.041607143	-4.015892857	1.084107143	-3.705892857	0.149107143	0.599107143	-1.483392857	-1.735892857	0.146607143	-0.685892857	-0.230892857	0.539107143	1.126607143	2.381607143	1.734107143	1.329107143	1.304107143	-1.900892857	2.496607143	-1.088392857	1.236607143	1.601607143	-3.220892857	0.679107143	-0.815892857	0.719107143	-1.150892857	-1.793392857	-2.393392857	-1.408392857	-6.798392857	-2.645892857	-1.363392857	-0.265892857	-2.120892857	1.891607143	-3.860892857	0.991607143	1.884107143	1.441607143	2.016607143	1.019107143	3.331607143	0.669107143	0.266607143	0.101607143	0.739107143	-9.498392857	-1.575892857	0.241607143	0.489107143	0.166607143	2.021607143	0.559107143	1.054107143	0.226607143	1.2141071430000001	1.081607143	0.371607143	1.626607143	0.216607143	-1.325892857	0.774107143	2.629107143	-0.605892857	1.6516071430000001	0.206607143	1.076607143	1.519107143	1.004107143	1.216607143	0.851607143	1.104107143	2.134107143	-0.398392857	-0.773392857	-3.900892857	-3.605892857	-4.873392857	-3.740892857	-3.803392857	0.151607143	-4.393392857	-3.443392857	-4.033392857	-0.128392857	0.064107143	-0.805892857	2.719107143	1.216607143	2.374107143	0.234107143	-1.420892857	-3.755892857	0.804107143	-3.603392857	-2.893392857	-5.275892857	2.554107143	0.634107143	-0.070892857	-1.330892857	0.676607143	2.179107143	2.571607143	1.741607143	3.591607143	-2.323392857	0.364107143	-1.515892857	-0.370892857	1.641607143	-2.363392857	1.491607143	-1.243392857	2.776607143	0.469107143	1.514107143	1.079107143	3.081607143	-0.228392857	3.571607143	-1.468392857	-0.653392857	-3.665892857	-3.975892857	-3.055892857	-4.550892857	-4.088392857	-0.533392857	-5.525892857	0.409107143	-7.685892857	-0.645892857	-2.730892857	-5.065892857	1.471607143	0.326607143	2.331607143	-5.753392857	0.859107143	-4.170892857	1.141607143	-3.723392857	-1.583392857	-3.025892857	2.141607143	-1.308392857	0.529107143	-0.773392857	1.371607143	-0.770892857	3.219107143	-0.840892857	2.434107143	0.899107143	0.821607143	1.489107143	-3.973392857	0.119107143	0.399107143	1.959107143	-1.813392857	2.244107143	-0.803392857	2.446607143	0.546607143	1.806607143	0.189107143	1.254107143	1.486607143	3.289107143	-2.363392857	0.966607143	-4.220892857	0.491607143	-1.008392857	3.796607143	-1.038392857	0.291607143	-1.373392857	0.934107143	3.306607143	-2.003392857	3.299107143	2.231607143	1.686607143	0.791607143	1.266607143	-0.525892857	1.771607143	-2.310892857	0.601607143	-1.705892857	-1.605892857	1.914107143	1.896607143	2.271607143	2.384107143	2.251607143	2.261607143	1.856607143	-8.013392857	0.359107143	2.009107143	2.696607143	-1.538392857	0.161607143	1.251607143	-1.013392857	2.051607143	1.021607143	0.056607143	0.174107143	-0.708392857	2.584107143	-2.625892857	-0.950892857	-3.278392857	2.734107143	0.526607143	1.094107143	1.321607143	0.734107143	0.694107143	1.906607143	1.559107143	-0.790892857	0.459107143	0.799107143	1.391607143	-0.970892857	-0.765892857	-0.253392857	1.264107143	-1.545892857	0.924107143	0.526607143	0.141607143	-0.803392857	2.554107143	2.801607143	2.176607143	2.436607143	1.079107143	-0.575892857	-1.445892857	-0.383392857
